Date,temp,rain,production,futures,rust
3/22/2016,26.027,246.911,4368.83,1.3465,?
3/29/2016,26.027,246.911,4368.83,1.2745,?
4/1/2016,25.9741,193.641,4730.33,1.2725,?
4/8/2016,25.9741,193.641,4730.33,1.2045,?
4/15/2016,25.9741,193.641,4730.33,1.2295,?
4/22/2016,25.9741,193.641,4730.33,1.2275,?
4/29/2016,25.9741,193.641,4730.33,1.2137,?
5/2/2016,25.2458,147.71,4730.33,1.1965,?
5/9/2016,25.2458,147.71,4730.33,1.2645,?
5/16/2016,25.2458,147.71,4730.33,1.336,?
5/23/2016,25.2458,147.71,4730.33,1.2215,?
5/31/2016,25.2458,147.71,4730.33,1.2155,?
6/1/2016,24.6914,74.0922,4730.33,1.219,?
6/8/2016,24.6914,74.0922,4730.33,1.3965,?
6/15/2016,24.6914,74.0922,4730.33,1.382,?
6/22/2016,24.6914,74.0922,4730.33,1.3695,?
6/29/2016,24.6914,74.0922,4730.33,1.4381,?
7/1/2016,24.7691,79.5209,4730.33,1.464,?
7/8/2016,24.7691,79.5209,4730.33,1.441,?
7/15/2016,24.7691,79.5209,4730.33,1.4755,?
7/22/2016,24.7691,79.5209,4730.33,1.419,?
7/29/2016,24.7691,79.5209,4730.33,1.462,?
8/1/2016,25.7966,45.9809,4730.33,1.4345,?
8/8/2016,25.7966,45.9809,4730.33,1.411,?
8/15/2016,25.7966,45.9809,4730.33,1.3695,?
8/22/2016,25.7966,45.9809,4730.33,1.441,?
8/29/2016,25.7966,45.9809,4730.33,1.4444,?
9/1/2016,27.3316,55.3684,4730.33,1.514,?
9/8/2016,27.3316,55.3684,4730.33,1.549,?
9/15/2016,27.3316,55.3684,4730.33,1.489,?
9/22/2016,27.3316,55.3684,4730.33,1.5525,?
9/29/2016,27.3316,55.3684,4730.33,1.5015,?
10/3/2016,27.21,82.2525,4730.33,1.4755,?
10/10/2016,27.21,82.2525,4730.33,1.5285,?
10/17/2016,27.21,82.2525,4730.33,1.571,?
10/24/2016,27.21,82.2525,4730.33,1.579,?
10/31/2016,27.21,82.2525,4730.33,1.6415,?
11/1/2016,27.3725,127.764,4730.33,1.6145,?
11/8/2016,27.3725,127.764,4730.33,1.675,?
11/15/2016,27.3725,127.764,4730.33,1.618,?
11/22/2016,27.3725,127.764,4730.33,1.5725,?
11/29/2016,27.3725,127.764,4730.33,1.5179,?
12/1/2016,27.1024,151.836,4730.33,1.449,?
12/8/2016,27.1024,151.836,4730.33,1.414,?
12/15/2016,27.1024,151.836,4730.33,1.422,?
12/22/2016,27.1024,151.836,4730.33,1.391,?
12/29/2016,27.1024,151.836,4730.33,1.3545,?
1/3/2017,26.6425,198.68,4730.33,1.374,?
1/10/2017,26.6425,198.68,4730.33,1.477,?
1/17/2017,26.6425,198.68,4730.33,1.499,?
1/24/2017,26.6425,198.68,4730.33,1.5235,?
1/31/2017,26.6425,198.68,4730.33,1.4955,?
2/1/2017,26.3971,195.832,4730.33,1.5015,?
2/8/2017,26.3971,195.832,4730.33,1.429,?
2/15/2017,26.3971,195.832,4730.33,1.445,?
2/22/2017,26.3971,195.832,4730.33,1.492,?
3/1/2017,26.027,246.911,4730.33,1.448,?
3/8/2017,26.027,246.911,4730.33,1.4175,?
3/15/2017,26.027,246.911,4730.33,1.409,?
3/22/2017,26.027,246.911,4730.33,1.417,?
3/29/2017,26.027,246.911,4730.33,1.393,?
4/3/2017,25.9741,193.641,4250.00,1.3785,?
4/10/2017,25.9741,193.641,4250.00,1.3985,?
4/17/2017,25.9741,193.641,4250.00,1.411,?
4/24/2017,25.9741,193.641,4250.00,1.295,?
5/1/2017,25.2458,147.71,4250.00,1.3585,?
5/8/2017,25.2458,147.71,4250.00,1.369,?
5/15/2017,25.2458,147.71,4250.00,1.3345,?
5/22/2017,25.2458,147.71,4250.00,1.306,?
5/30/2017,25.2458,147.71,4250.00,1.321,?
6/1/2017,24.6914,74.0922,4250.00,1.277,?
6/8/2017,24.6914,74.0922,4250.00,1.2635,?
6/15/2017,24.6914,74.0922,4250.00,1.258,?
6/22/2017,24.6914,74.0922,4250.00,1.1345,?
6/29/2017,24.6914,74.0922,4250.00,1.2571,?
7/3/2017,24.7691,79.5209,4250.00,1.277,?
7/10/2017,24.7691,79.5209,4250.00,1.286,?
7/17/2017,24.7691,79.5209,4250.00,1.3355,?
7/24/2017,24.7691,79.5209,4250.00,1.3255,?
7/31/2017,24.7691,79.5209,4250.00,1.3925,?
8/1/2017,25.7966,45.9809,4250.00,1.3785,?
8/8/2017,25.7966,45.9809,4250.00,1.4275,?
8/15/2017,25.7966,45.9809,4250.00,1.32,?
8/22/2017,25.7966,45.9809,4250.00,1.2585,?
8/29/2017,25.7966,45.9809,4250.00,1.2784,?
9/5/2017,27.3316,55.3684,4250.00,1.2785,?
9/12/2017,27.3316,55.3684,4250.00,1.3505,?
9/19/2017,27.3316,55.3684,4250.00,1.3535,?
9/26/2017,27.3316,55.3684,4250.00,1.3225,?
10/2/2017,27.21,82.2525,4250.00,1.272,?
10/9/2017,27.21,82.2525,4250.00,1.3095,?
10/16/2017,27.21,82.2525,4250.00,1.2375,?
10/23/2017,27.21,82.2525,4250.00,1.2435,?
10/30/2017,27.21,82.2525,4250.00,1.259,?
11/1/2017,27.3725,127.764,4250.00,1.2295,?
11/8/2017,27.3725,127.764,4250.00,1.2575,?
11/15/2017,27.3725,127.764,4250.00,1.2675,?
11/22/2017,27.3725,127.764,4250.00,1.2455,?
11/29/2017,27.3725,127.764,4250.00,1.3116,?
12/1/2017,27.1024,151.836,4250.00,1.2955,?
12/8/2017,27.1024,151.836,4250.00,1.226,?
12/15/2017,27.1024,151.836,4250.00,1.2075,?
12/22/2017,27.1024,151.836,4250.00,1.204,?
12/29/2017,27.1024,151.836,4250.00,1.262,?
2/1/2018,26.3971,107,4250.00,1.214,?
2/8/2018,26.3971,107,4250.00,1.2285,?
2/15/2018,26.3971,107,4250.00,1.2175,?
2/22/2018,26.3971,107,4250.00,1.196,?
4/2/2018,25.9741,73,5000.00,1.164,?
4/9/2018,25.9741,73,5000.00,1.1865,?
4/16/2018,25.9741,73,5000.00,1.1425,?
4/23/2018,25.9741,73,5000.00,1.17,?
4/30/2018,25.9741,73,5000.00,1.2237,?
6/1/2018,24.6914,9,5000.00,1.2275,?
6/8/2018,24.6914,9,5000.00,1.1725,?
6/15/2018,24.6914,9,5000.00,1.152,?
6/22/2018,24.6914,9,5000.00,1.1385,?
6/29/2018,24.6914,9,5000.00,1.1438,?
7/2/2018,24.7691,6,5000.00,1.1165,?
7/9/2018,24.7691,6,5000.00,1.1505,?
7/16/2018,24.7691,6,5000.00,1.103,?
7/23/2018,24.7691,6,5000.00,1.1165,?
7/30/2018,24.7691,6,5000.00,1.114,?
